Accuracy,Precision,Recall,F1
0.9866369710467706,0.9939036006858449,0.9778819119025305,0.985827664399093
0.9906458797327394,0.990719696969697,0.9894079818422545,0.9900634049399072
0.9907349665924277,0.9888143176733781,0.9917726252804787,0.9902912621359222
0.9897550111358575,0.9919880752748277,0.9866567828020756,0.9893152466784354
0.9927839643652562,0.9903001464128843,0.9948519948519948,0.9925708520590664
0.9878841870824053,0.9842300556586271,0.9904779686333084,0.9873441280476456
0.9902004454342984,0.9961802902979373,0.9830380701093102,0.9895655473344716
0.9895768374164811,0.9841737210158262,0.9942368469975832,0.9891796911125497
0.9902895322939866,0.9903846153846154,0.9890792694407833,0.9897315120113047
0.9942093541202672,0.9943108827307763,0.9937637564196625,0.9940372442895147
0.9875278396436525,0.9946060489308418,0.9787677725118483,0.9866233518058475
0.9770155902004455,0.9569404069767442,0.9960287443267776,0.9760934025203856
0.9917149220489978,0.9906331959535406,0.9919339711123617,0.9912831568094478
0.9938530066815144,0.9966759002770084,0.9906387665198237,0.9936481634907485
0.9880623608017818,0.9844336084021005,0.9903773584905661,0.9873965387509406
0.9894877505567928,0.9877140729709606,0.990294886151549,0.9890027958993476
0.9918040089086859,0.9907407407407407,0.9922106824925816,0.991475166790215
0.986369710467706,0.9781290204006616,0.9936519790888723,0.9858293970547374
0.9902004454342984,0.9884133806765091,0.9910061832490163,0.9897080838323353
0.9898440979955456,0.9851383986624559,0.9936293798013865,0.989365671641791
0.9884187082405346,0.9808858665686455,0.9951519671825471,0.9879674194742688
0.9912694877505568,0.9918714555765595,0.9896265560165975,0.9907477341389728
0.98913140311804,0.9865871833084948,0.9906472128694351,0.9886130296807916
0.9879732739420936,0.9889781430973286,0.9858472998137803,0.9874102396717337
0.9799554565701559,0.9631311296767163,0.995868544600939,0.9792262948942848
0.9798663697104677,0.9715648504861494,0.9867710080119247,0.9791088925864301
0.9916258351893096,0.991029714072136,0.9914002617311647,0.991214953271028
0.9921603563474387,0.9914098972922503,0.992150999813119,0.9917803101064824
0.9875278396436525,0.990631440884392,0.9832620420308722,0.9869329848795968
0.9932293986636971,0.9937407952871871,0.9922794117647059,0.993009565857248
0.9911804008908686,0.991613865076407,0.9899534883720931,0.9907829811004563
0.990913140311804,0.9925636735452686,0.988520644325125,0.9905380333951763
